,0,1,2,3,4,5,6,7,8,9,10,11
0,-15.0,-15.0,-15.0,-4.579417248863754,-4.579417248863754,-4.579417248863754,0.7722434911430435,-1.342400132074436,0.0,2.3167304734291303,-4.027200396223308,0.0
1,-14.999999927876413,-14.999999950229034,-15.00000223039777,-4.579388395546208,-4.579397337795894,-4.579863439237778,0.7719083639992046,-1.3438577562852736,0.0,2.1945124399387343,-3.8559228359591358,0.0
2,-14.999998847119812,-14.999999205393015,-15.000009273433077,-4.579186912872891,-4.579258687402812,-4.580380147188628,0.7703903836467584,-1.3435832469278763,0.0,2.07390647744671,-3.6834995932283907,0.0
3,-14.99999418110419,-14.9999960009687,-15.000021810439518,-4.578643142513949,-4.5788865326157335,-4.58096284051404,0.767743187009383,-1.3415793572355594,0.0,1.9551739838812083,-3.510253530319568,0.0
4,-14.999981677943104,-14.999987450629085,-15.000040452437906,-4.577591388039213,-4.578171047955442,-4.581601871206548,0.7640213893976064,-1.3378501746000413,0.0,1.8385582429694505,-3.336520634433503,0.0
5,-14.999955453383391,-14.999969597075056,-15.000065684117455,-4.575870401764192,-4.577007515340638,-4.582281516071348,0.7592803122471541,-1.3324009293566694,0.0,1.724282624949647,-3.1626463195640246,0.0
6,-14.999908038962136,-14.999937464545807,-15.000097799020322,-4.573323955845247,-4.5752964972458825,-4.582979171432446,0.7535757027714213,-1.3252378928796524,0.0,1.6125491807418944,-2.9889814518752074,0.0
7,-14.99983043625344,-14.999885113036367,-15.000136827517547,-4.569801494236287,-4.572944010332165,-4.583664710448753,0.7469634490379626,-1.316368383124834,0.0,1.503537649616795,-2.8158782125044697,0.0
8,-14.999712177972237,-14.999805694201177,-15.000182459246727,-4.565158857156167,-4.569861694561457,-4.584300011061029,0.7394992942619707,-1.305800896355534,0.0,1.3974048829051036,-2.6436859481174846,0.0
9,-14.999541396595086,-14.99969150887286,-15.00023396175568,-4.559259065078182,-4.565966972835791,-4.584838661451835,0.7312385542072325,-1.2935453814378162,0.0,1.2942846696661312,-2.472747184638715,0.0
10,-14.999304901006493,-14.999534066076517,-15.000290097155666,-4.551973145102493,-4.56118319636036,-4.585225848086735,0.7222358415065343,-1.279613666678698,0.0,1.1942879356627,-2.303393986400107,0.0
11,-14.99898826148974,-14.99932414337331,-15.000349038625377,-4.543180979074548,-4.555439771205933,-4.5853984289256156,0.7125448004803346,-1.2640200379115305,0.0,1.0975032753590825,-2.1359448259103813,0.0
12,-14.998575903160683,-14.999051848323855,-15.000408288616839,-4.53277215012207,-4.548672261924668,-4.585285191308081,0.7022178556747075,-1.2467819503874351,0.0,1.0039977684795152,-1.9707020863795768,0.0
13,-14.998051207700248,-14.998706680822846,-15.000464600590746,-4.52064676253095,-4.540822468540041,-4.584807290435487,0.6913059768918162,-1.227920837223674,0.0,0.9138180280755981,-1.8079502531471818,0.0
14,-14.997396622986432,-14.998277596022476,-15.000513906047532,-4.506716209160511,-4.531838473771061,-4.583878860446598,0.6798584629845522,-1.2074629564054298,0.0,0.8269914258544664,-1.6479547705758464,0.0
15,-14.996593779969906,-14.997753067533917,-15.000551248519242,-4.490903860959876,-4.52167465794735,-4.582407786001362,0.6679227461655841,-1.185440200698417,0.0,0.7435274422630267,-1.4909614625042136,0.0
16,-14.995623615889887,-14.997121150574081,-15.000570726045243,-4.473145654586019,-4.510291679709567,-4.58029661825679,0.6555442180696816,-1.161890784958378,0.0,0.6634190928919848,-1.337196354126363,0.0
17,-14.994466502699064,-14.99636954470937,-15.000565443473814,-4.453390556583409,-4.49765642125328,-4.577443615357079,0.6427660783310272,-1.1368597271755623,0.0,0.5866443884749855,-1.186865705982815,0.0
18,-14.993102379367947,-14.995485655839254,-15.000527475715495,-4.431600885955621,-4.483741897548313,-4.573743884275458,0.6296292060119363,-1.1103990549688423,0.0,0.5131677924436624,-1.0401560840430983,0.0
19,-14.991510886578169,-14.994456657060443,-15.000447842828255,-4.407752481084216,-4.468527129634692,-4.569090598223419,0.6161720538575519,-1.082567696778729,0.0,0.44294164706299255,-0.8972343404748035,0.0
20,-14.98967150219774,-14.993269548056867,-15.00031649754668,-4.381834701633924,-4.451996982745844,-4.563376262033028,0.6024305650586842,-1.0534310521408137,0.0,0.3759075461270083,-0.7582474541563768,0.0
21,-14.987563675863479,-14.99191121267148,-15.000122325586176,-4.353850261101785,-4.434141970625834,-4.5564939970216445,0.588438111983312,-1.0230602715315003,0.0,0.31199763868102215,-0.6233222586107434,0.0
22,-14.985166960978768,-14.990368474332659,-14.99985315876777,-4.323814890782433,-4.414958027977476,-4.5483388169130405,0.5742254561841627,-0.9915313066014237,0.0,0.25113585401442173,-0.49256514829049314,0.0
23,-14.982461142468471,-14.988628149030035,-14.999495800729468,-4.291756840893622,-4.39444625349063,-4.538808867404264,0.5598207289001433,-0.9589238111517431,0.0,0.1932390431072022,-0.36606188865716405,0.0
24,-14.97942635871434,-14.986677095561552,-14.999036064725182,-4.2577162292131,-4.3726126263456075,-4.527806603869068,0.5452494312358921,-0.9253199799064378,0.0,0.1382180357700642,-0.2438776572685959,0.0
25,-14.97604321621924,-14.984502262804481,-14.998458822770429,-4.2217442516284445,-4.349467699457794,-4.515239884362832,0.5305344532173399,-0.8908034069453976,0.0,0.0859786159126672,-0.1260574170661819,0.0
26,-14.972292895710375,-14.982090733797337,-14.997748065182275,-4.183902272346678,-4.325026273021294,-4.501022958390426,0.5156961109713275,-0.8554580317098419,0.0,0.03642241976932881,-0.012626679882468128,0.0
27,-14.96815724858299,-14.979429766456477,-14.996886969384725,-4.144260814051755,-4.299307052119033,-4.485077335642821,0.5007522013522772,-0.8193672217963504,0.0,-0.010552236408974958,0.09640733002718394,0.0
28,-14.963618882798421,-14.976506830789452,-14.99585797671344,-4.102898469988499,-4.272332292293992,-4.467332522916197,0.4857180734260956,-0.7826130220891818,0.0,-0.055049591629734884,0.2010541458233872,0.0
29,-14.958661237575111,-14.973309642506528,-14.994642875856965,-4.059900760794479,-4.244127437023153,-4.447726621517776,0.47060671630791917,-0.7452755819409128,0.0,-0.09717573030689097,0.3013382266790172,0.0
30,-14.953268646440506,-14.969826192971018,-14.993222891515664,-4.01535895894259,-4.214720751006607,-4.426206781469056,0.4554288629231087,-0.7074327576941588,0.0,-0.13703791910557928,0.3972969091717271,0.0
31,-14.947426388437371,-14.966044775467774,-14.991578776842507,-3.969368902976709,-4.184142953084794,-4.402729512595883,0.4401931093080026,-0.6691598773725344,0.0,-0.1747439825972894,0.4889782318077107,0.0
32,-14.941120727493821,-14.961954007806478,-14.989690908248955,-3.9220298224248915,-4.152426852434516,-4.377260856029602,0.4249060490772851,-0.6305296476376304,0.0,-0.2104017104374707,0.5764387197291159,0.0
33,-14.934338940166333,-14.957542851311763,-14.987539381210546,-3.8734431924770774,-4.119606991477557,-4.349776422648804,0.40957242264951715,-0.5916121794833656,0.0,-0.2441182896302918,0.6597412071421225,0.0
34,-14.92706933214504,-14.952800626285168,-14.985104105785664,-3.823711635340857,-4.085719298673339,-4.320261307510533,0.3941952807344241,-0.5524751078569408,0.0,-0.27599975650640496,0.7389527623295449,0.0
35,-14.91930124406744,-14.947717024054125,-14.98236490066247,-3.772937882760613,-4.050800754068557,-4.288709891325265,0.3787761614411207,-0.5131837807373845,0.0,-0.3061504642670456,0.8141427666440364,0.0
36,-14.911025047318327,-14.942282115750134,-14.979301584667875,-3.721223811616404,-4.014889070151375,-4.255125541517769,0.3633152801646344,-0.4738014945792196,0.0,-0.33467256330271655,0.8853811861598593,0.0
37,-14.902232130599526,-14.936486357982027,-14.975894064803592,-3.668669561911325,-3.9780223902145764,-4.219520226402979,0.3478117311517106,-0.4343897550082947,0.0,-0.3616654929370293,0.9527370634996875,0.0
38,-14.892914878132794,-14.930320595590317,-14.972122420012857,-3.615372743898005,-3.9402390060795094,-4.1819140565256365,0.3322636993424105,-0.39500854395145546,0.0,-0.3872254847342186,1.0162772479991224,0.0
39,-14.883066640414043,-14.923776061685315,-14.967966980023004,-3.561427738659245,-3.901577096678616,-4.142334767309995,0.3166686807419162,-0.3557165768186359,0.0,-0.41144507899648963,1.076065374712668,0.0
40,-14.872681698468286,-14.916844375184798,-14.96340839874965,-3.50692509420172,-3.8620744886456064,-4.100817156894787,0.3010237092114566,-0.31657153584342035,0.0,-0.4344126575145656,1.1321610964940323,0.0
41,-14.861755222564557,-14.909517536076654,-14.958427721884377,-3.4519510170873353,-3.8217684397250586,-4.057402492447075,0.2853255871960156,-0.2776302681848244,0.0,-0.4562119969674121,1.1846195681285963,0.0
42,-14.850283226340714,-14.901787918638378,-14.953006448416925,-3.3965869578422385,-3.7806954454924275,-4.012137897416136,0.26957111755006086,-0.23894893988335164,0.0,-0.4769218485379323,1.2334911769057766,0.0
43,-14.838262517262258,-14.893648262848478,-14.947126585962398,-3.3409092868640617,-3.738891069575161,-3.9650757311636498,0.2537573333032157,-0.20058313923974502,0.0,-0.496615550263388,1.2788215098172107,0.0
44,-14.825690644299664,-14.885091664225351,-14.940770699872687,-3.2849890562980213,-3.6963897972891173,-3.9162729712448687,0.23788172194866608,-0.1625879256323336,0.0,-0.515360679317585,1.3206515435734412,0.0
45,-14.812565843657932,-14.876111562326837,-14.93392195620774,-3.228891842367319,-3.653224912353847,-3.865790607368056,0.22194244066020696,-0.1250178221839653,0.0,-0.5332187517788657,1.3590180397704197,0.0
46,-14.798886983332768,-14.866701728139143,-14.92656415872604,-3.1726776619105217,-3.609428396127103,-3.813693054771788,0.20593851876880032,-0.08792675299383801,0.0,-0.5502449774366724,1.3939541238248951,0.0
47,-14.784653507202346,-14.856856250577069,-14.918681780124404,-3.1164009563803114,-3.565030848603756,-3.760047593471159,0.18987004387169648,-0.05136792781224886,0.0,-0.5664880768081193,1.4254900228272058,0.0
48,-14.769865379294341,-14.846569522309007,-14.910259987815309,-3.060110636272168,-3.5200614302571944,-3.7049238385672494,0.17373832811627143,-0.015393678997518534,0.0,-0.5819901667710687,1.4536539343768307,0.0
49,-14.754523028796672,-14.835836225110135,-14.901284664575549,-3.0038501788534977,-3.474547823661699,-3.648393245616069,0.15754605149955647,0.019944742708702834,0.0,-0.5967867200888742,1.478472995941754,0.0
50,-14.738627296309184,-14.824651314935956,-14.89174242443419,-2.947657772127342,-3.4285162137212546,-3.5905286539339594,0.14129737944813714,0.054597405678678324,0.0,-0.6109066026430483,1.4999743224902362,0.0
51,-14.722179381763512,-14.813010006896025,-14.881620624191088,-2.8915664981638605,-3.3819912852423935,-3.5314038696908527,0.12499805247924856,0.0885159592596918,0.0,-0.6243721904625307,1.5181860792303512,0.0
52,-14.705180794371016,-14.800907760294715,-14.870907370970864,-2.8356045492414266,-3.3349962365243115,-3.4710932897204962,0.10865544637276758,0.12165391049766017,0.0,-0.6371995667187941,1.5331385563637272,0.0
53,-14.687633304894916,-14.788340263892257,-14.859591526222118,-2.7797954706330286,-3.287552807596888,-3.409671566162984,0.09227860197978788,0.1539669060490948,0.0,-0.6493987968341948,1.5448652138611045,0.0
54,-14.66953890048324,-14.775303421525454,-14.847662706569004,-2.724158424329916,-3.239681321714249,-3.347213311350953,0.07587822452662596,0.18541300984469544,0.0,-0.660974277823427,1.553403666379362,0.0
55,-14.650899742244448,-14.7617933382134,-14.835111281913132,-2.668708468492632,-3.191400738706336,-3.283792841754937,0.05946665301129539,0.21595296768315875,0.0,-0.6719251560518447,1.558796581478001,0.0
56,-14.631718125698155,-14.747806306859628,-14.82192837116917,-2.6134568479413858,-3.1427287188012367,-3.2194839593113302,0.04305780100064416,0.24555045087414484,0.0,-0.6822458058405987,1.5610924681147882,0.0
57,-14.611996444188952,-14.733338795648192,-14.808105835998509,-2.5584112915273822,-3.0936816955551043,-3.1543597680619806,0.0266670707905865,0.2741722722458326,0.0,-0.6919263598557207,1.560346336816844,0.0
58,-14.591737155312442,-14.718387436217817,-14.79363627288288,-2.503576312750826,-3.0442749565620435,-3.0884925237302303,0.01031124346344281,0.30178856920584995,0.0,-0.7009532810479732,1.5566202177179078,0.0
59,-14.570942750368777,-14.702949012685055,-14.77851300385472,-2.4489535104988596,-2.9945227306617683,-3.021953513635731,-0.005991652154723748,0.328372950011092,0.0,-0.7093099651033618,1.54998352759667,0.0
60,-14.549615726830092,-14.687020451574853,-14.762730066174147,-2.394541867258783,-2.944438280416216,-2.954812964200866,-0.02222248828135931,0.3539026008811277,0.0,-0.7169773619400922,1.5405132819251377,0.0
61,-14.527758563784143,-14.67059881270491,-14.746282201214306,-2.340338042611784,-2.894033998685969,-2.887139973216059,-0.03836120112424812,0.378358353008169,0.0,-0.723934604743852,1.5282941525420948,0.0
62,-14.505373700296527,-14.6536812810588,-14.729164842788244,-2.2863366602251873,-2.8433215082018912,-2.81900246400094,-0.05438696429625367,0.4017247098130443,0.0,-0.7301596353478877,1.5134183757423951,0.0
63,-14.482463516618022,-14.636265159672112,-14.711374105121674,-2.2325305869335,-2.792311763095202,-2.750467158614814,-0.0702783690165506,0.423989835925192,0.0,-0.7356298153992751,1.4959855191968754,0.0
64,-14.459030318151127,-14.618347863545832,-14.692906770647824,-2.1789112028285773,-2.74101515141926,-2.6815995673253044,-0.086013607533029,0.4451455102954711,0.0,-0.7403225136576628,1.476102119113349,0.0
65,-14.435076322080604,-14.599926914591878,-14.673760277772814,-2.1254686615663347,-2.689441597767245,-2.6124639916313,-0.10157065640781082,0.4651870465694484,0.0,-0.744215660889696,1.4538812013823168,0.0
66,-14.410603646566182,-14.580999937607052,-14.653932708733578,-2.072192140342068,-2.63760066516082,-2.543123538248884,-0.1169274565890438,0.4841131843558315,0.0,-0.7472882650897114,1.4294417021252137,0.0
67,-14.385614302391133,-14.56156465726383,-14.633422777644908,-2.019070079189888,-2.585501655454845,-2.47364014160124,-0.13206208752909177,0.5019259553316708,0.0,-0.7495208811143776,1.4029078041122582,0.0
68,-14.360110186957913,-14.541618896099122,-14.612229818808347,-1.96609040942602,-2.53315370757143,-2.404074592500637,-0.14695293298365952,0.5186305282535223,0.0,-0.7508960302086338,1.3744082059978244,0.0
